"1198243624019992582";"DELETE";"REMINDER: SU home game (November 23, 2019 at 03:00PM - November 23, 2019 at 05:00PM). https://ift.tt/2QKA3q5 "
"1198183247118770178";"DELETE";"REMINDER: Saturday Session (November 23, 2019 at 11:00AM - November 23, 2019 at 06:00PM). https://ift.tt/2rn3Me1 "
"1197926567235792897";"DELETE";"REMINDER: Radio & Mesh Networking SIG (November 22, 2019 at 06:00PM - November 22, 2019 at 09:00PM). https://ift.tt/338zdpW "
"1197926565335752704";"DELETE";"REMINDER: Visit the Hackspace Night (November 22, 2019 at 06:00PM - November 22, 2019 at 09:00PM). https://ift.tt/37ofbLr "
"1197926562970112001";"DELETE";"REMINDER: CNC & Machine Building SIG (November 22, 2019 at 06:00PM - November 22, 2019 at 09:00PM). https://ift.tt/2QSNqF5 "
"1197571727074697217";"DELETE";"REMINDER: Robotics SIG (November 21, 2019 at 06:30PM - November 21, 2019 at 09:00PM). https://ift.tt/2s64TPU "
"1196839369748942850";"DELETE";"REMINDER: Arts, Crafts & Textiles SIG (November 19, 2019 at 06:00PM - November 19, 2019 at 09:00PM). https://ift.tt/2OvbPh7 "
"1196476997691740160";"DELETE";"REMINDER: Electronics, Arduino & Raspberry Pi SIG (November 18, 2019 at 06:00PM - November 18, 2019 at 09:00PM). https://ift.tt/2qoTBFU "
"1195389840214364161";"DELETE";"REMINDER: Radio & Mesh Networking SIG (November 15, 2019 at 06:00PM - November 15, 2019 at 09:00PM). https://ift.tt/2XmuwY7 "
"1195389838821920771";"DELETE";"REMINDER: Visit the Hackspace Night (November 15, 2019 at 06:00PM - November 15, 2019 at 09:00PM). https://ift.tt/2qh1uNA "
"1195389837299326977";"DELETE";"REMINDER: CNC & Machine Building SIG (November 15, 2019 at 06:00PM - November 15, 2019 at 09:00PM). https://ift.tt/32OMZOm "
"1195035007397646336";"DELETE";"REMINDER: Robotics SIG (November 14, 2019 at 06:30PM - November 14, 2019 at 09:00PM). https://ift.tt/2OaNKfm "
"1194302672976982016";"DELETE";"REMINDER: Arts, Crafts & Textiles SIG (November 12, 2019 at 06:00PM - November 12, 2019 at 09:00PM). https://ift.tt/2O6LPIp "
"1193940239598989312";"DELETE";"REMINDER: Electronics, Arduino & Raspberry Pi SIG (November 11, 2019 at 06:00PM - November 11, 2019 at 09:00PM). https://ift.tt/33GQrM4 "
"1193223071420825601";"DELETE";"REMINDER: CANCELLED Gaming SIG (November 9, 2019 at 06:30PM - November 9, 2019 at 09:30PM). https://ift.tt/36SxSXs "
"1193109778958049281";"DELETE";"REMINDER: Saturday Session (November 9, 2019 at 11:00AM - November 9, 2019 at 06:00PM). https://ift.tt/32xJZFG "
"1192853127927672838";"DELETE";"REMINDER: Radio & Mesh Networking SIG (November 8, 2019 at 06:00PM - November 8, 2019 at 09:00PM). https://ift.tt/2WVWREn "
"1192853126069530624";"DELETE";"REMINDER: Visit the Hackspace Night (November 8, 2019 at 06:00PM - November 8, 2019 at 09:00PM). https://ift.tt/2qFcT9B "
"1192853123741704192";"DELETE";"REMINDER: CNC & Machine Building SIG (November 8, 2019 at 06:00PM - November 8, 2019 at 09:00PM). https://ift.tt/36KbdMJ "
"1192498259689984000";"DELETE";"REMINDER: Robotics SIG (November 7, 2019 at 06:30PM - November 7, 2019 at 09:00PM). https://ift.tt/2NupZ2J "
"1191765987110064134";"DELETE";"REMINDER: Arts, Crafts & Textiles SIG (November 5, 2019 at 06:00PM - November 5, 2019 at 09:00PM). https://ift.tt/34E6ACd "
"1191411078296735744";"DELETE";"REMINDER: State of the Hackspace (November 4, 2019 at 06:30PM - November 4, 2019 at 07:30PM). https://ift.tt/2PMXS02 "
